,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
163,006fffc5b0accd275de3e3a4b6d0832d,188,1,27.99,4,5,5,455
166,007182cdc3e8e2d3d4ce0b00b9004630,96,1,13.99,5,5,5,555
171,00765aebd8e20a9a8aa8c28d0099a938,449,1,19.99,1,5,5,155
175,00788705370da606e9f8390258b9e977,273,1,29.99,3,5,5,355
185,007d1c8a4fe2a7d4233d5ad3ea74a29b,263,2,10.4,3,5,5,355
195,0086b541a59fa554e7953e2d3c285285,74,1,35.0,5,5,5,555
197,0088395699ea0fcd459bfbef084997db,545,1,13.9,1,5,5,155
200,0089c34393989276de67746531e0df21,357,1,17.99,2,5,5,255
203,008def95c3ec7f58d2cc8f2b1d2c3feb,396,2,33.98,2,5,5,255
224,00993c1bdbff4f24ca6b8124b4cf5a1f,79,1,27.99,5,5,5,555
231,009c99241ad4ac86427982c474c18771,525,1,29.9,1,5,5,155
234,00a02bdfd1741b999de5e2ccfdb8cfc8,232,1,35.99,3,5,5,355
235,00a16acd591b4bb112f2e94c7d2f9936,117,1,28.99,5,5,5,555
237,00a2277d94755da60c916bab098b9b49,209,1,27.93,4,5,5,455
243,00a7f6b5d305216d76ab1accbfe123b9,207,1,17.45,4,5,5,455
246,00aa3aa0438ac8a9e8a9378171ccd055,56,1,19.9,5,5,5,555
271,00ba72dac5dae2776b5bfcf799a956b2,61,1,25.0,5,5,5,555
275,00bae1a0d3566c3af0c3c67fd2204935,224,2,27.4,3,5,5,355
276,00bb27539e10159490e73842a90b173e,441,1,23.8,1,5,5,155
278,00bd25230af840df218e6902df6ac894,235,1,19.9,3,5,5,355
282,00bf225ae2b2d6a141e31acf971c4a03,210,1,34.99,4,5,5,455
283,00bf77539bad79ed21c55cdea4375985,222,1,26.9,3,5,5,355
289,00c32f58ea39ae8132d9b1a32b81b167,516,1,13.99,1,5,5,155
299,00c82b169fb6a103c5274dc731295a98,173,1,37.9,4,5,5,455
304,00cca8735b2e7b89dc267f378e5c9e8d,529,2,14.58,1,5,5,155
314,00d59ed5b36bbeac2deb4e7256a39fb4,95,1,26.9,5,5,5,555
316,00d88dff8797c35f7db7739109ba8cb3,344,1,9.99,2,5,5,255
329,00e20d0af2000bc5415d945981b3bd31,161,1,21.9,4,5,5,455
331,00e4dd8d5ecaa00de8c6671679b58045,95,1,34.99,5,5,5,555
334,00e6ef8a68edd7a3d2221bcf18656b7e,102,1,16.0,5,5,5,555
338,00e8bdabd8d9dec7728bf9a885f7cff9,509,1,39.9,1,5,5,155
340,00eb46a6c173fdad0c058d8650deefd9,459,1,28.9,1,5,5,155
341,00ec3ab027d83e9b77d525b2e6b823e7,512,1,13.9,1,5,5,155
343,00ee00c99d468f838abf1d6d7044b2aa,195,1,14.99,4,5,5,455
347,00efd0bb67f3af4d73269668a6cc8b49,153,1,26.9,4,5,5,455
360,00f782305075b457bfe7fb38cf6562a5,389,1,13.99,2,5,5,255
373,0105f165f3be4b229fcca1cba2349186,223,1,35.0,3,5,5,355
375,01077b7579fd4c86971c6598bd550ee5,267,1,29.5,3,5,5,355
376,0107c38d1ad737e7508cc65067b25d10,148,1,28.0,4,5,5,455
377,0107d0717619fc7e17ba5fdd7c9aad36,305,1,24.99,2,5,5,255
381,010ac941a52f7717d87471a7da831cd0,573,1,24.9,1,5,5,155
387,010e2bfece4b4e44fb7a6aa9c2b2b9d0,300,1,20.0,3,5,5,355
388,010ebb5ce5da9367a59959153f083968,78,1,24.99,5,5,5,555
395,01156d307fdee5870c27d63afb938bd9,95,1,34.9,5,5,5,555
401,0118758814dbb115d346a1e8efa705e9,401,1,29.93,2,5,5,255
406,011aa728cdc4c57b506c6c40ac2a7712,358,2,37.8,2,5,5,255
417,0120ff9de7b5aba7cd8676c093f189de,250,1,26.11,3,5,5,355
419,0122f471f8b583b4b8262a9ba5870e0e,509,2,39.8,1,5,5,155
420,01231f8b1b36a9da85f695b48c2f18b2,221,1,12.99,3,5,5,355
425,0125fdf9e257f064725f85d1d63085b4,204,1,29.99,4,5,5,455
428,0126adf5308223f7cba2e84f97ac0d9b,274,1,13.99,3,5,5,355
433,01287ad2456ffbd365f2e955dbbcebc7,384,1,19.9,2,5,5,255
443,0130b37ed963c4a595792582025bdcb0,97,1,39.9,5,5,5,555
451,0137af0a69be6d96a77314fa91324ff5,278,1,17.9,3,5,5,355
459,013b46f9a2576623a655fd9469b7c583,267,1,11.55,3,5,5,355
468,01415cfeb907d8ce0e17075b4c097fe9,716,1,29.9,1,5,5,155
481,014945a1b791b4b3585bc9d2e8a85d82,463,1,24.75,1,5,5,155
484,014b7917072f3fe8c9ca37d4043c31d1,49,1,17.5,5,5,5,555
496,01531516bcefc94ae2fdde494db9fa3b,194,1,29.99,4,5,5,455
500,01551ab70b4a96a82ff74e3fdf027837,311,1,19.98,2,5,5,255
508,01592d05fdd8a6deb7716ed80a0d18a1,316,1,14.99,2,5,5,255
509,015aa1d1ff5524c58b9f0d06f60375a8,489,1,18.9,1,5,5,155
521,016112a43e0319656ab0b25e1d904171,449,1,24.9,1,5,5,155
525,01627a580ab45fa2f81561f3a7bb1d93,159,1,19.99,4,5,5,455
532,016784346c1119828280815c2c6dda98,299,1,38.9,3,5,5,355
533,01678728396c1d107b1da8e70cd63423,165,1,35.99,4,5,5,455
538,016976e1a8808cdefd68c7080e3899fe,222,1,29.98,3,5,5,355
542,016c54a71587052826a1ce53c8c6b1d5,244,1,34.99,3,5,5,355
545,016e3f83ffd18b9394a289a5897ba461,593,1,29.0,1,5,5,155
549,0171c99239a82a0794fe3e4016a0e629,516,1,23.49,1,5,5,155
551,01726eb77399165550482a7037fb6a1d,309,1,35.0,2,5,5,255
553,017395cf7b4c0be4fa72650f0a8184ed,587,1,25.99,1,5,5,155
555,01755c16c986d88fa552ba8d7da81876,71,1,19.99,5,5,5,555
559,0178cbf093400335e3d8fd88851e6bf1,61,1,35.99,5,5,5,555
566,017f022018ad01373771ddfd46eb5dc6,147,1,34.99,4,5,5,455
571,018346fb20f70801a88a7b8c6dbc2e31,252,1,23.21,3,5,5,355
573,018447394d87c7921d8ee1fb40d91d90,47,1,29.99,5,5,5,555
578,01874b138de5f4447517558ca0d1a3b9,129,1,18.9,5,5,5,555
585,018bda31a2c6bf06aaa67fc91f63942d,575,1,26.9,1,5,5,155
590,018dd62c0671714cdcb377ee17e2110b,233,1,23.7,3,5,5,355
591,018e70256a4328c4450b52947144f50b,153,1,29.99,4,5,5,455
599,0193e732775076a20ff2fa6fed46513e,559,2,37.8,1,5,5,155
613,01993877990b2565abd4e3d741c45b79,435,1,16.9,1,5,5,155
614,01998a22ca4b0c83aa13f2e8bec67c81,105,1,23.9,5,5,5,555
620,01a0d45a369a4356ac4652584652109a,627,1,34.9,1,5,5,155
623,01a29eb8e6d484de55f3d2a9d6b7bcbe,82,1,14.0,5,5,5,555
638,01ab41094bdf6a489a201d86c7578f3f,200,1,38.8,4,5,5,455
643,01aefa3a069cf73167ddbe7725755c2c,159,1,15.0,4,5,5,455
645,01afc06d7738a5a4b90959f387073912,196,1,29.99,4,5,5,455
648,01b2ab1c903b4ecd0442a3ce48d89caa,507,1,39.9,1,5,5,155
649,01b365dec7627509427c5503e029464f,71,1,39.9,5,5,5,555
651,01b4d8edfd68874d23092c8fcb6a4edb,113,1,17.9,5,5,5,555
654,01b7e319fb16f60c28e387d29cd80c38,213,1,21.89,3,5,5,355
660,01bea2d6055eaa52f2df647590eb85e1,417,1,23.99,2,5,5,255
661,01bf509b5a9125bb075e4ec58580265e,159,1,39.0,4,5,5,455
662,01c013b2259ff571bb7481d62fd96e67,208,1,13.7,4,5,5,455
665,01c3c12496a8c26348d92873da95448b,99,1,9.0,5,5,5,555
675,01c9d951957a4e8c098d7ba50e8a3f9c,333,1,27.99,2,5,5,255
682,01cd4f08b8b1bcba4125cff64d2ebc94,232,1,19.9,3,5,5,355
690,01d259010afdcc421652fd14d9ea6d6c,171,2,15.8,4,5,5,455
695,01d444480a8e7ed180b6c5cb5993a273,341,1,29.0,2,5,5,255
698,01d581c1d75cd6e7a5315b20589b9944,49,1,12.99,5,5,5,555
702,01d87bd7900fc721cf5122c47b1d3a71,194,1,14.6,4,5,5,455
707,01deaf187077254cacc4e7b4d9d7bf87,484,1,26.99,1,5,5,155
721,01eb5d87b91efdf894ea8fd03ca2a188,558,1,20.99,1,5,5,155
728,01ef9a979bab9ba62386d5abfb646cfc,103,1,29.99,5,5,5,555
738,01f7155995c6d4cda4fab4d36293d80a,503,1,17.38,1,5,5,155
742,01f7f5d4ffa43c8b8d2ae6c7628b0aba,74,1,35.0,5,5,5,555
744,01f841d4c59e8b7634174ef72a75f81a,82,1,15.99,5,5,5,555
754,01fb955db98cde5399bd9d21e88caa9b,343,2,36.98,2,5,5,255
758,01fc05160cf790b9ed54ec795ff07688,719,1,10.0,1,5,5,155
769,02051904557f3bb3741f7b233dfc5ae2,328,1,39.0,2,5,5,255
778,020a406d49fb26441c5cab66fb8309bb,302,1,14.9,2,5,5,255
779,020b0645ceac44c1ae2de1ed2bc02b54,125,1,24.99,5,5,5,555
787,020edf80d85585b9ccf1c48396ec32aa,153,1,29.99,4,5,5,455
788,020f4af7eeabf986e31eb7ac4c6597cb,166,1,24.8,4,5,5,455
789,020fff139f1af3a6dff28456f386fe2d,63,1,39.49,5,5,5,555
790,02112377ff79f99b7c925ff46dbc2040,235,1,23.8,3,5,5,355
800,021833e9737a1145b5a6e3053f0f4329,733,1,29.9,1,5,5,155
805,021987f5dabdb8e550dc74b02d6e2371,131,1,37.99,4,5,5,455
807,0219c0ad1f15c9d6d7fac84ccd3ec235,544,1,25.99,1,5,5,155
809,021ccba47cb1118dfba3213180ffb44d,279,1,37.99,3,5,5,355
813,0221ef5387bbb856f1b319d942fd15bc,124,1,39.9,5,5,5,555
814,02221ce26353d5226d768b03c5425cab,216,1,16.5,3,5,5,355
816,02228cce72fcd2eb6622b074bc27fe94,322,1,36.99,2,5,5,255
818,0223b85b1e7ae199e2336d4f8da036b1,104,1,35.0,5,5,5,555
820,022422df869df5d9e924456635d9b091,319,1,23.9,2,5,5,255
825,022656ca3adc7e49311ec71751bddf16,313,1,14.9,2,5,5,255
829,02288a47f696f3054b9ef1d5f8e73973,386,1,12.88,2,5,5,255
833,022b1e47fbf658d8e3865c8753bf361f,194,1,34.9,4,5,5,455
838,022d21be26ea1508038afaa271aacd08,414,1,26.99,2,5,5,255
842,022de985df50a701851d137f5baea251,452,1,24.9,1,5,5,155
846,022f4d871399246624c353f06712cb75,572,1,16.79,1,5,5,155
849,0230afeb8b53c8833e1cfc3a17ee2016,455,1,32.9,1,5,5,155
855,0236c91e3098446e2983cbbee1ad96a2,274,1,19.9,3,5,5,355
866,02405cd33ab625b311b3aabe5402dcf1,239,1,33.5,3,5,5,355
880,02470f4de93d257745873d383dbca7b0,200,1,19.99,4,5,5,455
881,0247131a2905884928321f763083ac11,259,1,38.25,3,5,5,355
883,02494bca3ed33bad80e43ba0fde023d8,132,1,29.9,4,5,5,455
891,02502a29041f75b4982896ed8ca6e736,116,1,22.49,5,5,5,555
892,025247dee36960e70666880b8073e582,120,1,14.89,5,5,5,555
894,0253cea0ff18bf585307f88ea4fbd5ab,328,1,3.9,2,5,5,255
897,02554a34cc5ba2d5e8908cb7468aec7c,352,1,29.9,2,5,5,255
904,025a13782125f9ee98dd321dc97e23ee,67,1,35.0,5,5,5,555
908,025ce7b097bd128c2d494aeac94d62ea,191,1,33.9,4,5,5,455
914,02611d7a9e40004ce72c2006dca2d7a9,95,1,27.9,5,5,5,555
918,026378e6d9977bf974a1ebe64f92cfee,349,1,26.0,2,5,5,255
922,0264f4e581481a3f01d4f341d38a46ed,78,1,21.99,5,5,5,555
935,027021c1f6351f20d4e78a9dc829459d,484,1,34.9,1,5,5,155
937,027173ae64ea4eb32139b3205e7e02c0,64,1,27.9,5,5,5,555
946,0275161cf1fc69fd8f5412ba423a3004,58,1,26.9,5,5,5,555
950,027711a554ce14c4bebd4af3bb803101,122,1,13.62,5,5,5,555
954,027976d448887bd81535c3328efc075c,330,1,25.0,2,5,5,255
956,027a90872a3f917170f2e2b912363e88,372,1,32.9,2,5,5,255
959,027b997d6d188683680b85d8395c6a9a,354,1,36.0,2,5,5,255
960,027c4c1a7778f45a3c7837db8144b65c,456,1,29.49,1,5,5,155
973,02852e252d0c1cd7bd7e2a33558963c6,305,1,10.0,2,5,5,255
979,028c9129dd37494e17a3bf2adb34746d,344,1,12.9,2,5,5,255
991,0294d91f6bcc29bc9c30fae5872430d0,285,1,31.5,3,5,5,355
993,02973b8aeee94890bbf4607d739eb695,320,1,24.99,2,5,5,255
997,0298eec43baa253837fca6e98da66903,373,1,29.99,2,5,5,255
999,02994cfcf9430e156fff3d862bdb2721,391,1,32.64,2,5,5,255
1000,0299a3ec7aac3a18ea88cfa6cf8a74f5,218,1,14.0,3,5,5,355
1002,029a95a46e81be7eb7b4f875e160528d,571,1,29.6,1,5,5,155
1003,029bbe8fe01cef398cb57f8994dc7fc7,522,1,24.9,1,5,5,155
1007,029c2a6b7e94cc671a465f36c5898831,463,1,12.7,1,5,5,155
1013,02a0108a7d89916840cb3edb1585480e,259,1,19.17,3,5,5,355
1014,02a0454551d656a33ab2526c52216dc5,119,1,27.5,5,5,5,555
1019,02a6ba585a45671c8f2d4c6732d8a6d5,313,1,29.9,2,5,5,255
1021,02a9194295f0ec290cebf3a0e66c98a4,179,1,24.99,4,5,5,455
1039,02b5dc176731821cbf299ba7ac64053c,97,1,34.5,5,5,5,555
1040,02b6b76e1eddd6811b0285258fa7e31f,232,1,15.9,3,5,5,355
1041,02b7163ebab30c1560be4d0ead691b00,552,1,19.9,1,5,5,155
1042,02b7bcd5dd0bbe4057aa6fb0c280a06b,298,1,31.9,3,5,5,355
1047,02bb19e4d66682ddf2b4ec648db0cd48,78,1,33.9,5,5,5,555
1051,02be3c1e80d42583e71d6c2eb9cade45,456,1,19.99,1,5,5,155
1054,02bf3f33e6774c0aa0f9a8713f087162,216,1,37.9,3,5,5,355
1059,02c1e8e3240934520c94905a9b6c004c,112,1,27.9,5,5,5,555
1061,02c3ef2028e6224433a0ed8c4aeb9ba5,307,1,39.9,2,5,5,255
1062,02c485a8c59f6c74791e5498f5e7cfb9,342,1,16.9,2,5,5,255
1067,02c87e1d9044b3b13be82ed804a34a6c,292,1,34.0,3,5,5,355
1076,02cc8a1662feefebbb66dfc0775c3e1a,134,1,29.99,4,5,5,455
1085,02d34c287580a6f46ad7ffc395bbc208,133,1,25.0,4,5,5,455
1088,02d683623fe8a7afb049181a823afefa,126,1,14.99,5,5,5,555
1102,02ddfa173e4b48752e94d36f0a12872c,362,1,25.0,2,5,5,255
1105,02dfd8931ac72171c45b5c8522cf4082,490,1,28.9,1,5,5,155
1111,02e460a9db12a0de7f952f8facb66312,302,1,27.9,2,5,5,255
1112,02e5947588097969bea7e00013dd7488,159,1,39.9,4,5,5,455
1114,02e5b5ecce34b118017c55151accfbe5,70,1,24.99,5,5,5,555
1116,02e5db654b2f6b734ed89d5a28cb200e,481,2,29.8,1,5,5,155
1123,02ec1c4b32120c4399b8f52a36dd651c,347,1,25.0,2,5,5,255
1126,02ee17ed5705b0015ca334b76b8373e5,166,1,29.99,4,5,5,455
1127,02eeb440c68d8e3bb1e25ef69130396b,271,1,18.5,3,5,5,355
1130,02f29ee4753e69018942c30e71c04cfd,258,1,29.5,3,5,5,355
1131,02f2ea36613d01ae6561f97fd88d632a,375,1,27.9,2,5,5,255
1134,02f5837ff2d19277d066df76e27a8cca,126,2,28.98,5,5,5,555
1135,02f5bb96a7c684c31294d541b6723828,259,1,22.9,3,5,5,355
1137,02f615f19af07c54a0d4653308f6674b,244,1,37.9,3,5,5,355
1148,02fcd25668a084094acb25e5e6211544,476,1,27.9,1,5,5,155
1149,02fcee476755e629f2a4113550450b24,132,2,29.8,4,5,5,455
1152,030004cafb2703766067d48c01a92c86,585,1,34.9,1,5,5,155
1156,03021263578e74c1f2bd92697a37d93b,102,1,29.0,5,5,5,555
1164,0306f447354ba6e1012ce4350cb1d8da,49,1,28.9,5,5,5,555
1169,0309690623536dfb91d1ba2154c69507,165,1,20.99,4,5,5,455
1180,030eadebe042e915dc4d1fd5abcfe620,279,1,32.0,3,5,5,355
1182,030f3b54dff06714de54aae2962cd461,281,1,24.5,3,5,5,355
1193,0312f2cc870e861cac88a34c9ca5f21f,210,1,25.0,4,5,5,455
1194,0315566ca17f35abbf61d58f3ea8b8bd,78,1,39.12,5,5,5,555
1197,031833e77c963eb19e4a5c4bc2d368f8,193,1,18.99,4,5,5,455
1206,031d6ed886ccf5805f9da926fbe0fba1,188,1,19.99,4,5,5,455
1207,031da6839c179617f04c3d5256d264c5,211,1,34.9,3,5,5,355
1214,032151e5a9ba616acdac504023067484,578,1,19.0,1,5,5,155
1222,03265354a307d917a63a8f486ac4f277,244,1,9.9,3,5,5,355
1233,032f25110f17bb0d65268257b10738bc,225,1,15.9,3,5,5,355
1241,0332ce61f5e3f6faa4e92fe7a9d55f8d,527,1,11.99,1,5,5,155
1244,0332dcf396bf54bbc8e16e5e7c4c8d84,569,1,32.99,1,5,5,155
1253,033854c6af774f85df06de2c9399589d,118,1,28.8,5,5,5,555
1254,0338c6d579ef5642c7b1c9e565a6c812,545,1,23.9,1,5,5,155
1261,033c981e2b34fee357d40d07c83a1cec,75,1,30.4,5,5,5,555
1262,033ccdcc580c85fd79e294166214d562,235,1,16.0,3,5,5,355
1263,033d941a9b54660b52da29edf21075e4,520,1,34.9,1,5,5,155
1264,033f6866f9435a8fe0bca6b54666f543,210,2,35.97,4,5,5,455
1265,033fab69968b0d69099d64423831a236,0,1,26.4,5,5,5,555
1267,0340a58f4c5575ef03a6083a95c01166,62,1,29.99,5,5,5,555
1268,034114dc2bf3002b8d1bad87a64e0ade,95,1,25.89,5,5,5,555
1279,03484d8666a3cecf775ab6eeca4576ec,511,1,21.0,1,5,5,155
1289,034dc20625271d7092e8228d1a80cac4,76,1,19.99,5,5,5,555
1290,034ec80100c45d578f08af297f2b84c9,301,1,16.7,3,5,5,355
1291,034ecc550de79becac426a8ed79722f9,243,1,9.9,3,5,5,355
1294,03510abea6b35f3fd38e50b4e8f8287f,217,1,18.98,3,5,5,355
1301,03547afd789d986fa9de32e9b0b8f344,202,1,35.0,4,5,5,455
1304,0355d9908ea1ed8e05ac5402d84e250d,190,1,24.99,4,5,5,455
1306,0356877f77d9b7556e70917d90bd59f1,202,1,25.3,4,5,5,455
1307,035702d60604fde0df3e3d975fcc3aa2,232,1,27.9,3,5,5,355
1312,035ac81f8d263612429021ec3c89e7ac,151,1,14.99,4,5,5,455
1329,0368541bf462ab4f227778b73f427c2d,60,1,24.9,5,5,5,555
1334,036a6fb17c53bf6788807347320e8bf1,209,1,12.25,4,5,5,455
1337,036c6fdc444676377a8190fa248c7563,264,1,13.7,3,5,5,355
1338,036de6bf856003f529c1fcd01ad2a357,327,1,28.9,2,5,5,255
1344,0373186c0d9c262cb4e09c6271e128b5,159,2,31.8,4,5,5,455
1349,0378c78abac293e3a4ed8c985e518181,410,1,25.99,2,5,5,255
1351,037a833a583b557bd93ce21c263c265c,347,1,22.89,2,5,5,255
1352,037b2d739103d197af970f23448d348e,185,1,35.9,4,5,5,455
1353,037b8a87b79ef80a342929651eeaa760,357,1,19.9,2,5,5,255
1360,0381ec58ea2fa26fb596e5d1af0e270d,111,1,27.9,5,5,5,555
1364,038580298aa9911636f2c2ef00b72a8e,204,1,29.99,4,5,5,455
1369,03867c61ac5eae960b168b74ee252100,235,1,29.0,3,5,5,355
1371,038718a29c41e770aaeff44f49232eab,235,1,29.99,3,5,5,355
1372,0387bb320e7a692802687bad867e85e8,406,1,15.0,2,5,5,255
1373,038928d37194ccb2082dc43c08bd9e0b,151,1,13.77,4,5,5,455
1385,0390e8a506d1b5c6b545913a8900231f,576,1,14.99,1,5,5,155
1389,0394ecf7525d430f3caa7c6c625661f1,442,1,35.0,1,5,5,155
1395,03975ce1698b187029146eeefa04f5f2,165,1,29.9,4,5,5,455
1397,0397d9be013c9cb50ce9669dbb322cd4,164,1,22.08,4,5,5,455
1401,039bbed64cc5e2160b7ca4ac6b09449c,351,1,39.0,2,5,5,255
1402,039c5d6f330c73420f1658e63f67f0ff,69,1,22.35,5,5,5,555
1404,039e247f51f48db99559485f01600562,64,1,28.99,5,5,5,555
1407,03a17587335e8de93ffc1cae3a515cab,362,1,19.9,2,5,5,255
1409,03a3b2d52dbe4375adc3dcba1e3f3ff2,512,1,17.89,1,5,5,155
1411,03a418d38babc71339571a01488aac1f,532,1,29.9,1,5,5,155
1431,03b55ad524882ea886665ce748ad0c0f,208,1,26.0,4,5,5,455
1440,03bbe0ce5c28e05f22917607db798818,579,1,10.99,1,5,5,155
1443,03bcdec411d2d7119b11fd9e21299419,266,1,20.0,3,5,5,355
1466,03cc560a190bd173cdb410ea38c6620b,566,2,35.64,1,5,5,155
1468,03ccf99bb960bd4a7a588e4ab472990d,566,1,37.99,1,5,5,155
1475,03d01c3308507d5d861af0d89b65beee,125,1,33.0,5,5,5,555
1483,03d68326e3785e49748a00805e89e61c,259,1,29.99,3,5,5,355
1496,03e0ca8ff692a46af071866422dded4c,316,1,21.8,2,5,5,255
1500,03e309adaa7741b79f72be256ae1c3c8,403,1,32.2,2,5,5,255
1503,03e4aa263433c6741b5d22e28272c520,48,1,29.99,5,5,5,555
1505,03e6182153ba8bbdff8a0236ee161c8f,343,1,19.9,2,5,5,255
1512,03ec2e284072ed26c76280702832ed56,120,2,37.0,5,5,5,555
1513,03ec3a55ecf6a4aa939d5c9cb0e8d3d1,182,1,20.59,4,5,5,455
1517,03f21d23b93b0baba743e57d5ad14604,112,1,34.99,5,5,5,555
1523,03f846ad03437d864a8d2a22976dcafe,236,1,10.99,3,5,5,355
1529,03ff9a2b7490e86627370e4a04864beb,423,1,19.9,1,5,5,155
1537,040823cb5374775c7c43e8e33fc5016a,322,1,35.9,2,5,5,255
1538,040998babd9231bd6c86f6e85707fa5e,175,1,29.99,4,5,5,455
1551,04128fa0eb7d1b35ff952cfc5a0fa971,406,1,10.99,2,5,5,255
1561,041a802c0996465c45e7b9e993097978,257,1,19.9,3,5,5,355
1570,041d5700e430ed7d2f3ca2d7e781f077,130,1,14.49,5,5,5,555
1573,041e7a50f42343bca153f0df4729723e,188,1,22.0,4,5,5,455
1574,041f3b81b454fafa2803d20e5c79372f,258,1,27.99,3,5,5,355
1576,04211982f170cac46abffab95d63bc7f,71,1,24.9,5,5,5,555
1586,04250863b38e151d17f448a28174e326,405,1,14.9,2,5,5,255
1589,0428c4d3d04096fb5f5ce933acbe8e2c,428,1,39.9,1,5,5,155
1604,0433bf499177881400c0a69aaa22ecb2,588,1,29.9,1,5,5,155
1605,0433d774ea865531860bbd6db8295036,185,1,12.9,4,5,5,455
1606,0434f4ff62dd653e243ded765d430c6e,399,1,15.0,2,5,5,255
1612,04361b218639fa1eea85ab84aebcab7f,234,1,24.99,3,5,5,355
1615,0437d633b71bb7bc68f45ab803c5e9a0,260,1,39.9,3,5,5,355
1617,0439e73f088869583242f6949729865b,251,1,15.0,3,5,5,355
1622,043c9f38c68b4ec1c37c6145a2aa6257,53,1,10.0,5,5,5,555
1626,043dcc3db797a03b132fb63e753c309c,64,1,29.9,5,5,5,555
1639,0447df4fd1c1f9c602bf25ae24c494f0,82,1,35.0,5,5,5,555
1647,044e0f4d0ae3c40e9e66fcb49a4b5cd0,449,1,24.9,1,5,5,155
1649,04509e3fc8b310f74b4ee514f0c1899d,363,1,33.9,2,5,5,255
1651,045103dd48f804644731c10cfeaab4ae,453,1,29.26,1,5,5,155
1677,046498c220fe6d3aa19f8c3d3ed485d7,393,1,38.0,2,5,5,255
1680,0467879b99ff56b66e87cbbb39dcfc36,265,2,28.0,3,5,5,355
1687,046ba797126ef91632351367c0845f9a,204,1,30.21,4,5,5,455
1690,046f890135acc703faff4c1fc0c2d73c,111,2,7.7,5,5,5,555
1692,0470a8d9b6a4161506860bbd6256fd0e,327,1,38.4,2,5,5,255
1693,0470c47f1dd7a91d0f3b8a420589e0f7,558,1,35.0,1,5,5,155
1698,0472d52fc0d9de11035845057654052f,266,1,32.5,3,5,5,355
1701,0474f888bb532eb4cc657abfd37c9d44,526,1,39.9,1,5,5,155
1704,04756f0f3b38d2cb48c1cd1644a478f8,276,1,20.3,3,5,5,355
1709,04793d54bfc5338e1852fed0a18ea3a8,149,1,27.9,4,5,5,455
1711,047a3fba37e3a757da4c9e67f0d110d3,600,1,39.9,1,5,5,155
1718,04802886a43fe74bd00496abf197b3a6,78,1,14.99,5,5,5,555
