,customer_city,price,cumulative_sum,cumcut
1039,caarapo,1310.49,12708088.149999993,0.9201604881120655
1040,fronteiras,1308.8000000000002,12709396.949999994,0.920255255006395
1041,dores de campos,1308.1399999999999,12710705.089999994,0.9203499741117956
1042,itapui,1307.09,12712012.179999994,0.9204446171893546
1043,barbalha,1302.98,12713315.159999995,0.9205389626722194
1044,barreiros,1302.1599999999999,12714617.319999995,0.9206332487809603
1045,barra longa,1300.0,12715917.319999995,0.92072737848957
1046,barao ataliba nogueira,1300.0,12717217.319999995,0.9208215081981797
1047,sao joao,1299.09,12718516.409999995,0.9209155720159933
1048,tapiramuta,1298.99,12719815.399999995,0.9210096285930601
1049,divino,1298.49,12721113.889999995,0.921103648966393
1050,ivoti,1298.1100000000001,12722411.999999994,0.9211976418248877
1051,neropolis,1297.22,12723709.219999995,0.921291570240736
1052,simonesia,1295.88,12725005.099999996,0.9213854016305769
1053,astolfo dutra,1294.52,12726299.619999995,0.9214791345462611
1054,agudos,1293.29,12727592.909999995,0.9215727784007594
1055,barroso,1289.96,12728882.869999995,0.9216661811383887
1056,alcobaca,1289.78,12730172.649999995,0.9217595708426738
1057,jacarezinho,1289.36,12731462.009999994,0.9218529301358221
1058,assis chateaubriand,1285.3,12732747.309999995,0.92194599545465
1059,xinguara,1282.22,12734029.529999996,0.9220388377584757
1060,santa helena,1277.85,12735307.379999995,0.9221313636416656
1061,mirandopolis,1274.99,12736582.369999995,0.9222236824394966
1062,floresta,1274.17,12737856.539999995,0.9223159418632036
1063,rio brilhante,1271.88,12739128.419999996,0.9224080354738088
1064,tres passos,1270.21,12740398.629999997,0.922500008163942
1065,pacajus,1262.59,12741661.219999997,0.9225914291091677
1066,casa branca,1261.58,12742922.799999997,0.9226827769228506
1067,gravatal,1260.27,12744183.069999997,0.9227740298827503
1068,cordeiropolis,1260.05,12745443.119999997,0.922865266913007
1069,itariri,1259.32,12746702.439999998,0.9229564510858119
1070,balsamo,1257.23,12747959.669999998,0.9230474839270083
1071,alto paraiso,1256.99,12749216.659999998,0.9231384993904124
1072,duartina,1252.67,12750469.329999998,0.923229202053554
1073,aluminio,1252.15,12751721.479999999,0.9233198670648122
1074,iracemapolis,1251.88,12752973.36,0.923410512526054
1075,areado,1246.69,12754220.049999999,0.923500782192536
1076,campinorte,1244.69,12755464.739999998,0.9235909070440816
1077,pimenta bueno,1243.79,12756708.529999997,0.9236809667289059
1078,sao miguel do guama,1240.79,12757949.319999997,0.9237708091913257
1079,mendes,1240.75,12759190.069999997,0.9238606487574469
1080,botelhos,1240.01,12760430.079999996,0.9239504347420415
1081,guarabira,1239.68,12761669.759999996,0.9240401968321716
1082,ouroeste,1235.19,12762904.949999996,0.9241296338127698
1083,parelhas,1233.8899999999999,12764138.839999996,0.9242189766636594
1084,dois corregos,1233.69,12765372.529999996,0.9243083050330553
1085,descalvado,1231.74,12766604.269999996,0.9243974922078882
1086,buenopolis,1231.38,12767835.649999997,0.9244866533160327
1087,saloa,1231.0,12769066.649999997,0.9245757869093393
1088,nova prata,1230.94,12770297.589999996,0.9246649161581978
1089,santo augusto,1230.08,12771527.669999996,0.9247539831366336
1090,venturosa,1228.9,12772756.569999997,0.9248429646742571
1091,pinheiros,1224.31,12773980.879999997,0.9249316138616016
1092,marituba,1224.29,12775205.169999996,0.9250202616007968
1093,coruripe,1222.3,12776427.469999997,0.9251087652491304
1094,guararapes,1220.84,12777648.309999997,0.9251971631825604
1095,capinzal,1220.55,12778868.859999998,0.9252855401178247
1096,primeiro de maio,1216.67,12780085.529999997,0.9253736361121125
1097,canarana,1211.63,12781297.159999998,0.9254613671727608
1098,espumoso,1210.71,12782507.87,0.9255490316185385
1099,charqueada,1210.67,12783718.54,0.9256366931680173
1100,silvania,1208.79,12784927.329999998,0.9257242185914559
1101,entre rios,1202.8899999999999,12786130.219999999,0.9258113168108325
1102,sao goncalo do sapucai,1202.5,12787332.719999999,0.9258983867912965
1103,coaraci,1201.8799999999999,12788534.6,0.9259854118791303
1104,bom jesus do araguaia,1199.9,12789734.5,0.9260722936001771
1105,passagem,1199.0,12790933.5,0.9261591101545024
1106,sao luis de montes belos,1196.3700000000001,12792129.87,0.9262457362771864
1107,riacho de santana,1194.7,12793324.569999998,0.9263322414793987
1108,santa gertrudes,1194.21,12794518.78,0.9264187112019517
1109,jaguare,1193.95,12795712.729999999,0.9265051620985628
1110,rio pomba,1192.8600000000001,12796905.589999998,0.9265915340710337
1111,catas altas,1191.9,12798097.489999998,0.9266778365323352
1112,rio negrinho,1191.0900000000001,12799288.579999998,0.9267640803435874
1113,coari,1190.65,12800479.229999999,0.9268502922955536
1114,guararema,1189.56,12801668.79,0.9269364253233796
1115,domingos martins,1188.3,12802857.09,0.9270224671177958
1116,itapipoca,1180.08,12804037.17,0.9271079137228235
1117,ubajara,1178.9,12805216.07,0.927193274887039
1118,capanema,1178.56,12806394.63,0.9272786114327152
1119,sombrio,1175.92,12807570.55,0.9273637568226754
1120,goias,1174.1100000000001,12808744.66,0.9274487711551181
1121,igrejinha,1173.03,12809917.69,0.9275337072874954
1122,schroeder,1168.69,12811086.379999999,0.9276183291714607
1123,saltinho,1164.79,12812251.169999998,0.9277026686663002
1124,perdizes,1163.31,12813414.479999999,0.927786900998087
1125,brejo do cruz,1160.0,12814574.479999999,0.9278708936611542
1126,cacu,1157.48,12815731.959999999,0.9279547038574015
1127,guarai,1156.6,12816888.559999999,0.9280384503350768
1128,jaguaruana,1155.15,12818043.709999999,0.9281220918219234
1129,areal,1152.18,12819195.889999999,0.9282055182585894
1130,sao lourenco da serra,1151.95,12820347.839999998,0.9282889280415378
1131,urupes,1150.14,12821497.979999999,0.9283722067669689
1132,sao bento,1148.89,12822646.87,0.9284553949830647
1133,salesopolis,1146.52,12823793.389999999,0.928538411593461
1134,forquilhinha,1143.85,12824937.239999998,0.9286212348759173
1135,carandai,1143.5,12826080.739999998,0.9287040328157598
1136,uruana,1142.29,12827223.029999997,0.9287867431425656
1137,cabedelo,1138.85,12828361.879999997,0.9288692043876811
1138,terra de areia,1137.29,12829499.169999996,0.9289515526771461
1139,celso ramos,1136.79,12830635.959999995,0.9290338647628772
1140,catu de abrantes,1135.99,12831771.949999996,0.9291161189226338
1141,santa teresa,1134.96,12832906.909999996,0.9291982985026982
1142,camacan,1134.67,12834041.579999996,0.9292804570845967
1143,guaraci,1131.6999999999998,12835173.279999996,0.9293624006163148
1144,jijoca de jericoacoara,1130.9,12836304.179999996,0.9294442862220584
1145,santo antonio do pinhal,1128.9,12837433.079999996,0.9295260270128658
1146,papucaia,1126.77,12838559.849999996,0.9296076135757658
1147,casa nova,1126.19,12839686.039999995,0.9296891581423343
1148,delmiro gouveia,1125.8,12840811.839999996,0.9297706744699904
1149,aripuana,1124.78,12841936.619999995,0.9298521169420289
1150,timon,1123.72,12843060.339999996,0.9299334826621511
1151,turmalina,1121.69,12844182.029999996,0.9300147013951129
1152,dourado,1120.33,12845302.359999996,0.930095821653918
1153,sao joaquim,1118.98,12846421.339999996,0.9301768441626412
1154,inhambupe,1117.78,12847539.119999995,0.9302577797824025
1155,raul soares,1115.51,12848654.629999995,0.9303385510372111
1156,maracai,1114.58,12849769.209999995,0.9304192549530743
1157,butia,1112.69,12850881.899999995,0.9304998220188226
1158,cocal,1111.6399999999999,12851993.539999995,0.9305803130567295
1159,monte belo,1109.78,12853103.319999995,0.9306606694167455
1160,chapadao do ceu,1108.57,12854211.889999995,0.9307409381637252
1161,nova roma do sul,1106.99,12855318.879999995,0.930821092506905
1162,herval d'oeste,1106.74,12856425.619999995,0.9309012287482179
1163,mundo novo,1102.99,12857528.609999996,0.9309810934615251
1164,conceicao da feira,1102.99,12858631.599999996,0.9310609581748324
1165,prata,1099.48,12859731.079999996,0.9311405687379264
1166,santo antonio do aracangua,1099.0,12860830.079999996,0.9312201445454356
1167,caicara do norte,1099.0,12861929.079999996,0.9312997203529448
1168,campo alegre,1098.0,12863027.079999996,0.931379223752986
1169,pontal,1097.38,12864124.459999997,0.9314586822603969
1170,tabira,1096.88,12865221.339999998,0.9315381045640737
1171,confresa,1095.55,12866316.889999999,0.9316174305658179
1172,reriutaba,1093.32,12867410.209999999,0.931696595098908
1173,prado,1090.79,12868500.999999998,0.9317755764411035
1174,sao jose da lapa,1086.58,12869587.579999998,0.9318542529478583
1175,alto araguaia,1085.73,12870673.309999999,0.9319328679082651
1176,pontal do parana,1084.26,12871757.569999998,0.9320113764296937
1177,barcarena,1084.17,12872841.739999998,0.93208987843445
1178,monte aprazivel,1083.99,12873925.729999999,0.9321683674058623
1179,braganca,1083.96,12875009.69,0.9322468542050504
1180,palma sola,1083.8,12876093.49,0.9323253294190437
1181,sao miguel do iguacu,1079.3,12877172.790000001,0.9324034787994302
1182,serrana,1078.89,12878251.680000002,0.9324815984927548
1183,ervalia,1076.83,12879328.510000002,0.9325595690266949
1184,toritama,1072.79,12880401.3,0.9326372470344636
1185,capao do leao,1072.25,12881473.55,0.9327148859421996
1186,araripina,1070.58,12882544.13,0.9327924039294637
1187,acreuna,1070.43,12883614.56,0.9328699110556076
1188,nova aurora,1065.8899999999999,12884680.450000001,0.9329470894518461
1189,sao joao evangelista,1062.76,12885743.21,0.9330240412127092
1190,campina grande do sul,1062.57,12886805.780000001,0.9331009792161533
1191,nova prata do iguacu,1062.08,12887867.860000001,0.9331778817399381
1192,sumidouro,1060.68,12888928.540000001,0.9332546828932674
1193,caraubas,1059.29,12889987.83,0.9333313834002159
1194,patrocinio paulista,1059.2,12891047.03,0.9334080773904923
1195,sao valentim,1057.88,12892104.91,0.9334846758029108
1196,ibaiti,1057.3600000000001,12893162.27,0.9335612365634458
1197,pompeu,1055.18,12894217.45,0.9336376394757002
1198,pirangi,1055.0900000000001,12895272.54,0.9337140358712825
1199,frederico westphalen,1053.45,12896325.989999998,0.933790313518617
1200,santana do mundau,1052.8,12897378.79,0.9338665441010973
1201,buerarema,1051.8,12898430.59,0.9339427022761093
1202,itapejara d'oeste,1049.9,12899480.49,0.9340187228769319
1203,engenheiro coelho,1049.48,12900529.97,0.9340947130666178
1204,godoy moreira,1049.0,12901578.97,0.9341706685007191
1205,santa maria madalena,1046.09,12902625.06,0.9342464132290879
1206,costa rica,1043.66,12903668.72,0.9343219820073091
1207,valenca do piaui,1043.0,12904711.72,0.9343975029966014
1208,sousa,1042.59,12905754.31,0.9344729942988317
1209,pilar do sul,1042.26,12906796.57,0.9345484617065974
1210,capinopolis,1042.18,12907838.75,0.9346239233217657
1211,itajuipe,1042.09,12908880.84,0.934699378420262
1212,pedregulho,1039.4,12909920.24,0.9347746387426689
1213,alhandra,1037.0,12910957.24,0.934849725287152
1214,paco do lumiar,1036.08,12911993.32,0.9349247452167646
1215,arroio dos ratos,1034.18,12913027.5,0.9349996275721877
1216,rubiataba,1034.09,12914061.59,0.9350745034109386
1217,aguas da prata,1028.28,12915089.87,0.9351489585622994
1218,rio das pedras,1027.64,12916117.51,0.9352233673728807
1219,ibirama,1026.5,12917144.01,0.9352976936389483
1220,jaguarao,1025.29,12918169.299999999,0.9353719322919793
1221,sao sebastiao da grama,1024.79,12919194.089999998,0.9354461347412762
1222,buritama,1024.24,12920218.329999998,0.9355202973664658
1223,conceicao da aparecida,1023.73,12921242.059999999,0.9355944230638467
1224,campo maior,1018.65,12922260.709999999,0.9356681809312891
1225,cajobi,1018.4300000000001,12923279.139999999,0.9357419228690886
1226,japuiba,1017.58,12924296.719999999,0.9358156032605403
1227,oriente,1017.2700000000001,12925313.989999998,0.9358892612056766
1228,porciuncula,1016.78,12926330.769999998,0.9359628836711537
1229,sobradinho,1015.59,12927346.359999998,0.9360364199717436
1230,garibaldi,1014.8,12928361.159999998,0.9361098990704336
1231,mar de espanha,1014.72,12929375.879999999,0.9361833723765264
1232,picarra,1014.5999999999999,12930390.479999999,0.9362568369937228
1233,xangri-la,1013.58,12931404.059999999,0.9363302277553017
1234,hidrolandia,1012.76,12932416.819999998,0.9364035591427567
1235,itaberai,1012.08,12933428.899999999,0.9364768412931335
1236,salto de pirapora,1010.49,12934439.389999999,0.9365500083156357
1237,raposos,1009.52,12935448.909999998,0.9366231051028939
1238,cristina,1009.42,12936458.329999998,0.9366961946494052
1239,bom principio,1003.11,12937461.439999998,0.9367688273047925
1240,serranopolis,1002.88,12938464.319999998,0.9368414433064621
1241,pedreiras,1002.69,12939467.009999998,0.9369140455507128
1242,macau,998.88,12940465.889999999,0.9369863719225098
1243,conceicao do coite,997.89,12941463.78,0.9370586266109133
1244,taruma,997.72,12942461.5,0.9371308689900473
1245,ipiau,997.25,12943458.75,0.937203077337671
1246,primavera,996.78,12944455.53,0.9372752516537849
1247,ortigueira,993.29,12945448.819999998,0.9373471732678348
1248,araquari,993.25,12946442.069999998,0.9374190919855859
1249,portao,991.15,12947433.219999999,0.937490858647654
1250,poco fundo,990.98,12948424.2,0.9375626130004525
1251,itaberaba,989.26,12949413.459999999,0.9376342428124058
1252,sarzedo,987.9300000000001,12950401.389999999,0.9377057763224264
1253,sao jose da barra,987.14,12951388.53,0.9377772526305471
1254,seabra,982.5,12952371.03,0.9378483929680156
1255,tarabai,982.35,12953353.379999999,0.9379195224443638
1256,luis antonio,980.08,12954333.459999999,0.9379904875557593
1257,inhapi,979.9,12955313.36,0.9380614396338106
1258,santo estevao,979.81,12956293.17,0.9381323851951898
1259,mangaratiba,974.84,12957268.01,0.9382029708914521
1260,cosmorama,973.98,12958241.99,0.9382734943172919
1261,eugenopolis,973.87,12959215.86,0.9383440097783101
1262,sao jose do calcado,970.18,12960186.04,0.9384142580557708
1263,lagoa dos gatos,969.99,12961156.03,0.9384844925758126
1264,mamanguape,969.75,12962125.78,0.938554709718062
1265,nova santa rita,968.76,12963094.54,0.938624855176918
1266,arapoti,966.97,12964061.51,0.9386948710264059
1267,fervedouro,965.76,12965027.27,0.9387647992628574
1268,sapezal,964.82,12965992.09,0.9388346594362887
1269,estiva gerbi,964.26,12966956.35,0.938904479061538
1270,uruara,962.4,12967918.75,0.9389741640088964
1271,lucelia,961.35,12968880.1,0.9390437729284132
1272,barra do corda,958.79,12969838.889999999,0.9391131964848115
1273,sao benedito,957.03,12970795.919999998,0.9391824926040659
1274,munhoz de melo,953.89,12971749.809999999,0.9392515613638703
1275,quedas do iguacu,952.1500000000001,12972701.959999999,0.9393205041346802
1276,aimores,951.37,12973653.329999998,0.9393893904276647
1277,abadiania,949.99,12974603.319999998,0.9394581767983432
1278,cansancao,949.78,12975553.099999998,0.9395269479634534
1279,fronteira,949.6600000000001,12976502.759999998,0.9395957104396675
1280,brodowski,949.19,12977451.949999997,0.9396644388843715
1281,cristalandia,948.69,12978400.639999997,0.9397331311253414
1282,dormentes,946.8,12979347.439999998,0.9398016865161966
1283,bom sucesso,946.5899999999999,12980294.029999997,0.9398702267014833
1284,benedito novo,945.74,12981239.769999998,0.9399387053404222
1285,cardoso,944.8100000000001,12982184.579999998,0.9400071166404157
1286,condado,944.8,12983129.379999999,0.9400755272163346
1287,paicandu,943.16,12984072.54,0.9401438190440056
1288,piratuba,941.48,12985014.02,0.9402119892271301
1289,rodeio,939.56,12985953.58,0.9402800203879158
1290,buri,938.3199999999999,12986891.9,0.9403479617634409
1291,acailandia,937.79,12987829.69,0.9404158647630079
1292,gouveia,936.96,12988766.65,0.9404837076643763
1293,coronel vivida,936.77,12989703.42,0.9405515368083257
1294,campos de julio,934.8,12990638.22,0.9406192233095629
1295,canelinha,933.94,12991572.16,0.9406868475403775
1296,rosario do sul,933.25,12992505.41,0.940754421810039
1297,taua,933.13,12993438.540000001,0.9408219873908045
1298,guara,931.59,12994370.13,0.9408894414640688
1299,concordia do para,929.78,12995299.91,0.9409567644798158
1300,figueira,928.78,12996228.69,0.9410240150880945
1301,itaju,927.8,12997156.49,0.9410911947370546
1302,chavantes,926.52,12998083.01,0.9411582817044555
1303,palotina,925.64,12999008.65,0.9412253049532843
1304,arceburgo,924.14,12999932.790000001,0.9412922195909109
1305,jeremoabo,922.0799999999999,13000854.870000001,0.941358985069153
1306,cabrobo,921.79,13001776.66,0.9414257295492294
1307,holambra ii,919.68,13002696.34,0.941492321249548
1308,arroio do sal,918.97,13003615.31,0.9415588615405642
1309,varre-sai,918.9,13004534.21,0.9416253967630577
1310,sertanopolis,918.8,13005453.010000002,0.9416919247448043
1311,lajedo,916.27,13006369.280000001,0.9417582695356564
1312,otacilio costa,913.29,13007282.57,0.9418243985522534
1313,mairi,913.0,13008195.57,0.9418905065706846
1314,jacaraci,911.79,13009107.36,0.9419565269760793
1315,julio mesquita,909.99,13010017.35,0.9420224170480315
1316,planalto,907.57,13010924.92,0.9420881318939107
1317,guapiacu,906.98,13011831.9,0.9421538040193836
1318,encruzilhada do sul,903.99,13012735.89,0.9422192596465268
1319,alfredo chaves,902.71,13013638.600000001,0.9422846225921108
1320,itaja,902.0,13014540.600000001,0.9423499341283922
1321,pradopolis,901.0,13015441.600000001,0.9424151732572056
1322,candido godoi,900.0,13016341.600000001,0.9424803399785507
1323,bela cruz,899.9,13017241.500000002,0.9425454994591491
1324,grao mogol,899.8,13018141.300000003,0.9426106516990007
1325,balneario pinhal,898.57,13019039.870000003,0.9426757148776664
1326,itambe,898.38,13019938.250000004,0.9427407642989132
1327,borda da mata,897.53,13020835.780000003,0.9428057521738119
1328,regente feijo,897.01,13021732.790000003,0.9428707023968274
1329,areiopolis,896.49,13022629.280000003,0.9429356149679592
1330,crixas,893.6800000000001,13023522.960000003,0.9430003240741056
1331,urussanga,893.6800000000001,13024416.640000002,0.9430650331802519
1332,guaranesia,890.5799999999999,13025307.220000003,0.943129517823247
1333,barra da estiva,890.47,13026197.690000003,0.9431939945014207
1334,juru,890.0,13027087.690000003,0.9432584371480842
1335,irapuru,889.48,13027977.170000004,0.9433228421428644
1336,lutecia,887.0,13028864.170000004,0.9433870675671234
1337,itaguari,887.0,13029751.170000004,0.9434512929913825
1338,jordania,886.25,13030637.420000004,0.9435154641100405
1339,icem,885.97,13031523.390000004,0.9435796149546074
1340,urania,885.72,13032409.110000005,0.9436437476973073
1341,treze tilias,885.66,13033294.770000005,0.9437078760955591
1342,guaicara,883.33,13034178.100000005,0.9437718357844099
1343,itamonte,883.15,13035061.250000006,0.9438357824399166
1344,sao luis do paraitinga,882.49,13035943.740000006,0.9438996813064943
1345,ecoporanga,881.9200000000001,13036825.660000006,0.9439635389008151
1346,taiuva,881.54,13037707.200000005,0.9440273689802979
1347,paraopeba,880.67,13038587.870000005,0.9440911360652835
1348,paudalho,878.9,13039466.770000005,0.9441547749890505
1349,santa fe,877.8,13040344.570000006,0.9442183342646026
1350,capivari de baixo,876.89,13041221.460000006,0.9442818276493585
1351,sao domingos do norte,874.4000000000001,13042095.860000007,0.9443451407395188
1352,rolante,874.25,13042970.110000007,0.9444084429685589
1353,coroata,873.48,13043843.590000007,0.9444716894438484
1354,california da barra,871.97,13044715.560000008,0.944534826583861
1355,matupa,871.1700000000001,13045586.730000008,0.9445979057978992
1356,nova trento,870.6,13046457.330000008,0.9446609437396803
1357,monte santo de minas,869.28,13047326.610000007,0.9447238861036036
1358,formoso,867.99,13048194.600000007,0.9447867350618928
1359,macaubas,867.47,13049062.070000008,0.9448495463682988
1360,itaobim,866.9100000000001,13049928.980000008,0.9449123171265225
1361,bom jardim de minas,866.87,13050795.850000007,0.9449750849884474
1362,santo antonio do descoberto,866.26,13051662.110000007,0.9450378086818169
1363,conservatoria,864.09,13052526.200000007,0.9451003752509803
1364,miracatu,863.99,13053390.190000007,0.945162934579397
1365,goianesia do para,861.99,13054252.180000007,0.9452253490928774
1366,assai,861.5699999999999,13055113.750000007,0.9452877331952211
1367,cacapava do sul,859.99,13055973.740000008,0.9453500028937651
1368,perola d'oeste,859.9,13056833.640000008,0.9454122660756371
1369,quixeramobim,859.79,13057693.430000007,0.9454745212926874
1370,nao-me-toque,859.6800000000001,13058553.110000007,0.9455367685449163
1371,porto belo,856.3199999999999,13059409.430000007,0.9455987725080522
1372,brazopolis,856.13,13060265.560000008,0.9456607627137692
1373,goianira,853.8100000000001,13061119.370000008,0.9457225849341601
1374,paraiso,850.6800000000001,13061970.050000008,0.9457841805191755
1375,itapoa,849.67,13062819.720000008,0.945845702972648
1376,santa quiteria,849.67,13063669.390000008,0.9459072254261207
1377,canavieiras,849.55,13064518.940000009,0.9459687391906971
1378,faxinal,848.05,13065366.99000001,0.9460301443440714
1379,sao marcos,847.9200000000001,13066214.91000001,0.9460915400844747
1380,pesqueira,847.69,13067062.600000009,0.9461529191711603
1381,sao miguel,846.86,13067909.460000008,0.9462142381596473
1382,taguatinga,844.79,13068754.250000007,0.9462754072646753
1383,colonia jordaozinho,843.4,13069597.650000008,0.9463364757233226
1384,inaciolandia,842.99,13070440.640000008,0.9463975144949078
1385,mirai,841.8100000000001,13071282.450000009,0.9464584678256808
1386,tres marias,840.44,13072122.890000008,0.9465193219582222
1387,lago da pedra,840.3699999999999,13072963.260000007,0.9465801710222408
1388,barra do bugres,840.25,13073803.510000007,0.9466410113973633
1389,santana do cariri,839.8,13074643.310000008,0.9467018191891253
1390,prudentopolis,839.09,13075482.400000008,0.9467625755715847
1391,itacare,838.09,13076320.490000008,0.946823259546576
1392,serro,837.89,13077158.380000008,0.9468839290400737
1393,boa esperanca do sul,836.9,13077995.280000009,0.9469445268501779
1394,alpinopolis,836.6800000000001,13078831.960000008,0.9470051087306391
1395,milagres,836.54,13079668.500000007,0.9470656804740547
1396,capela do alto,833.99,13080502.490000008,0.9471260675784265
1397,arrozal,833.89,13081336.380000008,0.9471864474420516
1398,pedralva,832.97,13082169.350000009,0.9472467606908059
1399,conceicao do para,829.98,13082999.33000001,0.9473068574412306
1400,cachoeira do campo,828.99,13083828.32000001,0.9473668825082616
1401,simao dias,828.48,13084656.80000001,0.9474268706474839
1402,lavras da mangabeira,827.88,13085484.68000001,0.9474868153422253
1403,soledade,827.69,13086312.37000001,0.9475467462795477
1404,marmeleiro,827.34,13087139.71000001,0.9476066518742563
1405,dois irmaos do buriti,826.9,13087966.61000001,0.9476665256096789
1406,conceicao do rio verde,825.89,13088792.500000011,0.9477263262135587
1407,campos borges,825.89,13089618.390000012,0.9477861268174385
1408,cruzeiro do oeste,825.39,13090443.780000012,0.9478458912175841
1409,joanopolis,824.6,13091268.380000012,0.9479055984158299
1410,colonia castrolanda,824.03,13092092.410000011,0.9479652643418188
1411,dianopolis,822.95,13092915.36000001,0.9480248520677421
1412,pitanga,822.5999999999999,13093737.96000001,0.9480844144510515
1413,nuporanga,821.8,13094559.760000011,0.9481439189083866
1414,sao jose de mipibu,821.69,13095381.45000001,0.9482034154008999
1415,conde,819.0,13096200.45000001,0.948262717117324
1416,angatuba,818.75,13097019.20000001,0.9483220007318811
1417,chui,818.6999999999999,13097837.90000001,0.9483812807260648
1418,mambai,816.99,13098654.89000001,0.9484404369034778
1419,borborema,816.05,13099470.94000001,0.9484995250178709
1420,nazare paulista,815.64,13100286.580000011,0.948558583445202
1421,rio manso,815.5600000000001,13101102.140000012,0.9486176360799357
1422,serafina correa,813.66,13101915.800000012,0.9486765511404798
1423,sao miguel dos campos,813.36,13102729.160000011,0.9487354444787834
1424,piquete,812.09,13103541.250000011,0.9487942458596026
1425,jacare,810.0400000000001,13104351.29000001,0.9488528988051118
1426,trajano de moraes,809.0799999999999,13105160.37000001,0.9489114822394518
1427,murutinga do sul,809.0,13105969.37000001,0.9489700598811943
1428,bayeux,808.05,13106777.420000011,0.9490285687358421
1429,alvinopolis,807.06,13107584.480000012,0.9490870059070964
1430,mozarlandia,806.4,13108390.880000012,0.9491453952894217
1431,novo cruzeiro,805.78,13109196.660000011,0.9492037397791167
1432,acu,805.19,13110001.85000001,0.9492620415484054
1433,cambara,803.1700000000001,13110805.02000001,0.9493201970546085
1434,candiota,802.7,13111607.72000001,0.9493783185293015
1435,sao goncalo do rio abaixo,802.2,13112409.92000001,0.9494364038002604
1436,itapuranga,800.88,13113210.80000001,0.9494943934933615
1437,santa rita do araguaia,800.25,13114011.05000001,0.9495523375697577
1438,barra do choca,799.0,13114810.05000001,0.9496101911368184
1439,sandolandia,799.0,13115609.05000001,0.9496680447038793
1440,cidade gaucha,798.39,13116407.44000001,0.9497258541023847
1441,tapes,797.3499999999999,13117204.79000001,0.949783588197123
1442,arataca,795.0,13117999.79000001,0.9498411521343113
1443,pecanha,794.8,13118794.590000011,0.949898701590006
1444,alfredo wagner,794.8,13119589.390000012,0.9499562510457006
1445,iati,793.99,13120383.380000012,0.950013741851346
1446,igarapava,791.09,13121174.470000012,0.9500710226753337
1447,regeneracao,790.97,13121965.440000013,0.9501282948104253
1448,itarana,789.37,13122754.810000012,0.9501854510935678
1449,campos belos,788.0699999999999,13123542.880000012,0.9502425132470016
1450,julio de castilhos,787.54,13124330.420000011,0.9502995370244773
1451,echapora,787.47,13125117.890000012,0.9503565557334304
1452,mallet,786.65,13125904.540000012,0.9504135150682594
1453,santa cruz,786.64,13126691.180000013,0.9504704736790139
1454,jacupiranga,785.8,13127476.980000013,0.9505273714674951
1455,piedade de caratinga,784.97,13128261.950000014,0.9505842091577777
1456,frei inocencio,784.19,13129046.140000014,0.9506409903702351
1457,laurentino,782.41,13129828.550000014,0.9506976426973992
1458,sao lourenco do oeste,781.38,13130609.930000015,0.9507542204448711
1459,campo verde,781.38,13131391.310000015,0.950810798192343
1460,mambore,780.24,13132171.550000016,0.9508672933953012
1461,datas,780.0,13132951.550000016,0.950923771220467
1462,santana do serido,779.7,13133731.250000015,0.9509802273233924
1463,tupi paulista,779.01,13134510.260000015,0.9510366334651646
1464,vargem grande do sul,778.7,13135288.960000014,0.9510930171606218
1465,icatu,778.0,13136066.960000014,0.9511493501708513
1466,alto parnaiba,777.79,13136844.750000013,0.9512056679755124
1467,sao joao do paraiso,776.33,13137621.080000013,0.95126188006527
1468,santa cruz cabralia,775.84,13138396.920000013,0.9513180566753683
1469,tarumirim,775.49,13139172.410000013,0.9513742079428528
1470,tres coroas,774.37,13139946.780000012,0.9514302781139727
1471,barra do ribeiro,773.6800000000001,13140720.460000012,0.9514862983239397
1472,aguas belas,769.87,13141490.330000011,0.951542042661453
1473,santa rita de caldas,769.18,13142259.510000011,0.9515977370378134
1474,barra de sao francisco,767.55,13143027.060000012,0.9516533133900006
1475,jaboticatubas,767.3,13143794.360000012,0.9517088716403208
1476,salto do lontra,766.49,13144560.850000013,0.9517643712405918
1477,lima duarte,764.88,13145325.730000013,0.951819754264839
1478,igarata,764.0899999999999,13146089.820000013,0.9518750800871864
1479,sao pedro dos ferros,763.79,13146853.610000012,0.9519303841872933
1480,santa branca,763.76,13147617.370000012,0.9519856861151761
1481,moreno,763.5,13148380.870000012,0.9520409692171172
1482,nova veneza,762.84,13149143.710000012,0.9520962045301293
1483,guapo,757.89,13149901.600000013,0.9521510814261742
1484,avanhandava,757.6800000000001,13150659.280000012,0.9522059431166506
1485,sao martinho,756.99,13151416.270000013,0.9522607548459741
1486,carbonita,755.87,13152172.140000012,0.9523154854789331
1487,carlopolis,755.4,13152927.540000012,0.9523701820803822
1488,chapada dos guimaraes,754.8,13153682.340000013,0.9524248352373503
1489,planaltina,754.24,13154436.580000013,0.9524794478461364
1490,trancoso,754.2,13155190.780000012,0.9525340575586235
1491,arinos,752.0699999999999,13155942.850000013,0.9525885130432036
1492,amambai,751.98,13156694.830000013,0.9526429620111115
1493,barro,751.79,13157446.620000012,0.9526973972216005
1494,alto taquari,750.88,13158197.500000013,0.9527517665412935
1495,matozinhos,750.65,13158948.150000013,0.9528061192072688
1496,passira,749.96,13159698.110000014,0.9528604219120911
1497,ilhota,749.1400000000001,13160447.250000015,0.9529146652427896
1498,varjota,748.97,13161196.220000016,0.9529688962642183
